id,tier,source,state,city,hospital_name,contact_role,email,phone,website_source,notes
P1147,B,NABH_CGHS_REGISTRY,,Bengaluru,Fortis Hospitals Limited,NABH-accredited hospital (find QM on LinkedIn),,096633 67253,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1148,B,NABH_CGHS_REGISTRY,,Bengaluru,HealthCare Global Enterprises Ltd – DR,NABH-accredited hospital (find QM on LinkedIn),,063588 88802,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1149,B,NABH_CGHS_REGISTRY,,Bengaluru,HealthCare Global Enterprises Ltd.,NABH-accredited hospital (find QM on LinkedIn),,074064 99999,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1150,B,NABH_CGHS_REGISTRY,,Bengaluru,Jeena Sikho Lifecare ltd,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1151,B,NABH_CGHS_REGISTRY,,Bengaluru,M S Ramaiah Hospital,NABH-accredited hospital (find QM on LinkedIn),,080 6215 3400,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1152,B,NABH_CGHS_REGISTRY,,Bengaluru,P D Hinduja Sindhi Hospital,NABH-accredited hospital (find QM on LinkedIn),,080 4903 0303,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1153,B,NABH_CGHS_REGISTRY,,Bengaluru,Sagar Hospitals Banshankari – DSI,NABH-accredited hospital (find QM on LinkedIn),,080 6955 5555,https://cghshospitals.com,NABH status: NABH+NABL; no public email — use phone or LinkedIn search for quality manager
P1154,B,NABH_CGHS_REGISTRY,,Bengaluru,Sagar Hospitals Jayanagar,NABH-accredited hospital (find QM on LinkedIn),,080 6955 5555,https://cghshospitals.com,NABH status: NABH+NABL; no public email — use phone or LinkedIn search for quality manager
P1155,B,NABH_CGHS_REGISTRY,,Bengaluru,Sri Shankara Cancer Hospital & Research Centre,NABH-accredited hospital (find QM on LinkedIn),,080 2698 1000,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1156,B,NABH_CGHS_REGISTRY,,Bengaluru,Sri Sri College Of Ayurvedic Science And Research Hospital,NABH-accredited hospital (find QM on LinkedIn),,080679 76767,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1157,B,NABH_CGHS_REGISTRY,,Bengaluru,Vydehi Institute of Medical Science & Research Centre,NABH-accredited hospital (find QM on LinkedIn),,080 4906 9000,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1158,B,NABH_CGHS_REGISTRY,,Bhopal,ASG Hospital Pvt Ltd,NABH-accredited hospital (find QM on LinkedIn),,0674 617 2350,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1159,B,NABH_CGHS_REGISTRY,,Bhopal,All India Institute of Medical Science,NABH-accredited hospital (find QM on LinkedIn),,0755 298 2607,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1160,B,NABH_CGHS_REGISTRY,,Bhopal,Ananat Heart Hospital,NABH-accredited hospital (find QM on LinkedIn),,"0755-4858520, 7225884413",https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1161,B,NABH_CGHS_REGISTRY,,Bhopal,Apex Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755 404 6401,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1162,B,NABH_CGHS_REGISTRY,,Bhopal,Apollo Sage Hospitals an Unit of S R Associates,NABH-accredited hospital (find QM on LinkedIn),,093039 72510,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1163,B,NABH_CGHS_REGISTRY,,Bhopal,Career Institute of Medical Sciences,NABH-accredited hospital (find QM on LinkedIn),,093010 99405,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1164,B,NABH_CGHS_REGISTRY,,Bhopal,Centre for Sight Bhopal A Unit of New Delhi Centre for Sight Ltd,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1165,B,NABH_CGHS_REGISTRY,,Bhopal,Chirayu Medical College and Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755 270 9101,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1166,B,NABH_CGHS_REGISTRY,,Bhopal,Dant Chikitsa Kendra,NABH-accredited hospital (find QM on LinkedIn),,"0755-2401615, 9977466626",https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1167,B,NABH_CGHS_REGISTRY,,Bhopal,Dentoral,NABH-accredited hospital (find QM on LinkedIn),,9981665065,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1168,B,NABH_CGHS_REGISTRY,,Bhopal,Gayatri Multispeciality,NABH-accredited hospital (find QM on LinkedIn),,083700 00432,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1169,B,NABH_CGHS_REGISTRY,,Bhopal,Gut Gi and Liver Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755-4017040,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1170,B,NABH_CGHS_REGISTRY,,Bhopal,Hajela Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755 277 3393,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1171,B,NABH_CGHS_REGISTRY,,Bhopal,Jaanki Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755 400 7911,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1172,B,NABH_CGHS_REGISTRY,,Bhopal,Jainamshree Multispeciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755-2464140,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1173,B,NABH_CGHS_REGISTRY,,Bhopal,Jawaharlal Nehru Cancer Hospital and Research Centre,NABH-accredited hospital (find QM on LinkedIn),,0755 266 5720,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1174,B,NABH_CGHS_REGISTRY,,Bhopal,Khyati Multispeciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,"07554907555, 9981820666",https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1175,B,NABH_CGHS_REGISTRY,,Bhopal,Krishna Cancer Hospital,NABH-accredited hospital (find QM on LinkedIn),,"0755-4919919, 9770901560",https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1176,B,NABH_CGHS_REGISTRY,,Bhopal,L B S Hospital,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1177,B,NABH_CGHS_REGISTRY,,Bhopal,L N Medical College and J K Hospital,NABH-accredited hospital (find QM on LinkedIn),,074407 77222,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1178,B,NABH_CGHS_REGISTRY,,Bhopal,Lbs Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755 273 3433,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1179,B,NABH_CGHS_REGISTRY,,Bhopal,Maan Hospital (previous name Mayo Hospital),NABH-accredited hospital (find QM on LinkedIn),,086020 24389,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1180,B,NABH_CGHS_REGISTRY,,Bhopal,Manoria Heart Care Center,NABH-accredited hospital (find QM on LinkedIn),,0755-2422299,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1181,B,NABH_CGHS_REGISTRY,,Bhopal,Medi-Square Hospital PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,0731 422 4018,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1182,B,NABH_CGHS_REGISTRY,,Bhopal,Miracles Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755-4000692,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1183,B,NABH_CGHS_REGISTRY,,Bhopal,Mount Hospital,NABH-accredited hospital (find QM on LinkedIn),,099810 57127,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1184,B,NABH_CGHS_REGISTRY,,Bhopal,Narmada Trauma Centre PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,0755 404 0000,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1185,B,NABH_CGHS_REGISTRY,,Bhopal,Navodaya Cancer Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755-2553663,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1186,B,NABH_CGHS_REGISTRY,,Bhopal,Noble Multispeciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755 248 8008,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1187,B,NABH_CGHS_REGISTRY,,Bhopal,Peoples Hospital Bhopal,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1188,B,NABH_CGHS_REGISTRY,,Bhopal,Rajdeep Hospital,NABH-accredited hospital (find QM on LinkedIn),,073540 62233,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1189,B,NABH_CGHS_REGISTRY,,Bhopal,SILVER LINE HOSPITAL and RESEARCH INSTITUTE,NABH-accredited hospital (find QM on LinkedIn),,0755 273 1936,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1190,B,NABH_CGHS_REGISTRY,,Bhopal,Sagar Multispeciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,078801 61616,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1191,B,NABH_CGHS_REGISTRY,,Bhopal,Sant Hirdaram Yoga and Nature Cure Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755-4244313,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1192,B,NABH_CGHS_REGISTRY,,Bhopal,Shalya Joint Care,NABH-accredited hospital (find QM on LinkedIn),,9826024332,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1193,B,NABH_CGHS_REGISTRY,,Bhopal,Siddhanta Red Cross Superspeciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,0755 257 2555,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1194,B,NABH_CGHS_REGISTRY,,Bhopal,Ubuntu Heart and Super Specialty Hospital,NABH-accredited hospital (find QM on LinkedIn),,"0755-4224279, 9111200076",https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1195,B,NABH_CGHS_REGISTRY,,Bhopal,Vision Care and Research Centre,NABH-accredited hospital (find QM on LinkedIn),,0755-49360609,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1196,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Amri Hospitals LTD - Bhubaneswar,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1197,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Asg Hospitals PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,0674 617 2417,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1198,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Care Hospital Unit of Quality Care India LTD,NABH-accredited hospital (find QM on LinkedIn),,040 6810 6589,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1199,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Hi-Tech Medical College and Hospital,NABH-accredited hospital (find QM on LinkedIn),,"090952401, 9090952401",https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1200,B,NABH_CGHS_REGISTRY,,Bhubaneswar,INSTITUTE OF MEDICAL SCIENCES and SUM HOSPITAL,NABH-accredited hospital (find QM on LinkedIn),,0674 238 6281,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1201,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Kalinga Hospital Limited,NABH-accredited hospital (find QM on LinkedIn),,9438620387,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1202,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Kalinga Institute of Medical Sciences Kims,NABH-accredited hospital (find QM on LinkedIn),,0674 711 1000,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1203,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Kanungo Institute of Diabetes Specialities PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,090780 00600,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1204,B,NABH_CGHS_REGISTRY,,Bhubaneswar,SARA GASTRO and LAPAROSCOPIC HOSPITAL,NABH-accredited hospital (find QM on LinkedIn),,0674 243 4601,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1205,B,NABH_CGHS_REGISTRY,,Bhubaneswar,SPARSH HOSPITALS and CRITICAL CARE PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,0674 662 6666,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1206,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Sum Ultimate Medicare,NABH-accredited hospital (find QM on LinkedIn),,6372900060,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1207,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Umkal Hospital Pvt. Ltd,NABH-accredited hospital (find QM on LinkedIn),,"008583785, 7008583785",https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1208,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Utkal Healthcare Private limited,NABH-accredited hospital (find QM on LinkedIn),,063707 04001,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1209,B,NABH_CGHS_REGISTRY,,Bhubaneswar,Vivekanand Hospital - Bhubaneswar,NABH-accredited hospital (find QM on LinkedIn),,090909 60353,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1210,B,NABH_CGHS_REGISTRY,,Chandrapur,Manwatkar Multispeciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,070309 60730,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1211,B,NABH_CGHS_REGISTRY,,Chennai,Aswin Polyclinic P LTD,NABH-accredited hospital (find QM on LinkedIn),,"0422-2525252, 9787730400",https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1212,B,NABH_CGHS_REGISTRY,,Chennai,Billroth Hospital,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1213,B,NABH_CGHS_REGISTRY,,Chennai,CSI Kalyani General Hospital,NABH-accredited hospital (find QM on LinkedIn),,044-28473306,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1214,B,NABH_CGHS_REGISTRY,,Chennai,Csi Rainy Multi Speciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,044-25957668,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1215,B,NABH_CGHS_REGISTRY,,Chennai,DR AGARWALS HEALTH CARE LTD Tambaram,NABH-accredited hospital (find QM on LinkedIn),,044-22264845,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1216,B,NABH_CGHS_REGISTRY,,Chennai,DRAGARWALS HEALTH CARE LTD Trichy,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1217,B,NABH_CGHS_REGISTRY,,Chennai,Dhanwanthralaya Ayurveda Speciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,044 2226 0652,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1218,B,NABH_CGHS_REGISTRY,,Chennai,Dr Arvind Vision Care Thanjavur TN,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1219,B,NABH_CGHS_REGISTRY,,Chennai,Dr Kamakshi Memorial Hospital PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,044 6630 0300,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1220,B,NABH_CGHS_REGISTRY,,Chennai,Dr.Agarwals Health Care Limited Ambattur,NABH-accredited hospital (find QM on LinkedIn),,095949 24169,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1221,B,NABH_CGHS_REGISTRY,,Chennai,Dr.Agarwals Health Care Limited Coimbatore,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1222,B,NABH_CGHS_REGISTRY,,Chennai,Dr.K.K.surgical and Paediatric Centre Private Limited,NABH-accredited hospital (find QM on LinkedIn),,099402 45937,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1223,B,NABH_CGHS_REGISTRY,,Chennai,Dr.rai Memorail Medical Centre,NABH-accredited hospital (find QM on LinkedIn),,044 2434 9594,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1224,B,NABH_CGHS_REGISTRY,,Chennai,DrAgarwals Health Care Ltd,NABH-accredited hospital (find QM on LinkedIn),,095949 24188,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1225,B,NABH_CGHS_REGISTRY,,Chennai,DrAgarwals Health Care Ltd Tirunelveli,NABH-accredited hospital (find QM on LinkedIn),,,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1226,B,NABH_CGHS_REGISTRY,,Chennai,Frontier Lifeline Hospital,NABH-accredited hospital (find QM on LinkedIn),,044-26564224,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1227,B,NABH_CGHS_REGISTRY,,Chennai,KG Hospital,NABH-accredited hospital (find QM on LinkedIn),,"0422-4042121, 9842928833",https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1228,B,NABH_CGHS_REGISTRY,,Chennai,Kauvery Hcg Cancer Centre - Chennai,NABH-accredited hospital (find QM on LinkedIn),,044-43419999,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1229,B,NABH_CGHS_REGISTRY,,Chennai,Kkr ENT Hospital and Reseacrh Institute Chennai,NABH-accredited hospital (find QM on LinkedIn),,044-26411987,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1230,B,NABH_CGHS_REGISTRY,,Chennai,LifeCell International Private Limited,NABH-accredited hospital (find QM on LinkedIn),,1800 266 5533,https://cghshospitals.com,NABH status: None; no public email — use phone or LinkedIn search for quality manager
P1231,B,NABH_CGHS_REGISTRY,,Chennai,Mahalakshmi Multispeciality Hospital,NABH-accredited hospital (find QM on LinkedIn),,099404 42421,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1232,B,NABH_CGHS_REGISTRY,,Chennai,Medway Hospitals United Alliance Healthcare PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,094557 94557,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1233,B,NABH_CGHS_REGISTRY,,Chennai,Mehta Multispeciality Hospitals India PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,044-40474057,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1234,B,NABH_CGHS_REGISTRY,,Chennai,Metropolis Health Care Limited,NABH-accredited hospital (find QM on LinkedIn),,044 4627 7362,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1235,B,NABH_CGHS_REGISTRY,,Chennai,Panimalar Medical College Hospital & Research Institute,NABH-accredited hospital (find QM on LinkedIn),,044 2838 3820,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1236,B,NABH_CGHS_REGISTRY,,Chennai,Parvathy Ortho Hospital PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,044-22383456,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1237,B,NABH_CGHS_REGISTRY,,Chennai,Radhatri Nethralaya T Nagar Chennai TN,NABH-accredited hospital (find QM on LinkedIn),,09445438681,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1238,B,NABH_CGHS_REGISTRY,,Chennai,SRM Medical College Hospital and Research Centre Kattankulathur,NABH-accredited hospital (find QM on LinkedIn),,044 4743 2350,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1239,B,NABH_CGHS_REGISTRY,,Chennai,Shifa Hospitals,NABH-accredited hospital (find QM on LinkedIn),,044 2851 4741,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1240,B,NABH_CGHS_REGISTRY,,Chennai,Soundarapandian Bone and Joint Hospital-Annanagar,NABH-accredited hospital (find QM on LinkedIn),,0442066667,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1241,B,NABH_CGHS_REGISTRY,,Chennai,Tagore Medical College and Hospital,NABH-accredited hospital (find QM on LinkedIn),,044 3010 1111,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1242,B,NABH_CGHS_REGISTRY,,Chennai,Trichy Srm Medical College Hospital and Research Centre,NABH-accredited hospital (find QM on LinkedIn),,0431 225 8738,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1243,B,NABH_CGHS_REGISTRY,,Chennai,Trinity Acute Care Hospital,NABH-accredited hospital (find QM on LinkedIn),,04424991488,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1244,B,NABH_CGHS_REGISTRY,,Chennai,Vasan Health Care PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,044 4340 0950,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1245,B,NABH_CGHS_REGISTRY,,Chennai,Vee Care Hospital,NABH-accredited hospital (find QM on LinkedIn),,096000 59273,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1246,B,NABH_CGHS_REGISTRY,,Chennai,hindu mission hospital,NABH-accredited hospital (find QM on LinkedIn),,044 2226 2244,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1247,B,NABH_CGHS_REGISTRY,,Chhatrapati Sambhajinagar,Aurangabad institute of Medical Sciences Pvt Ltd,NABH-accredited hospital (find QM on LinkedIn),,9370590973,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1248,B,NABH_CGHS_REGISTRY,,Chhatrapati Sambhajinagar,Gunjkar Multi-speciality Hospial,NABH-accredited hospital (find QM on LinkedIn),,9767092120,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1249,B,NABH_CGHS_REGISTRY,,Chhatrapati Sambhajinagar,"Seth Nandlal Dhoot Hospital Limited,Chh. Sambhajinagar",NABH-accredited hospital (find QM on LinkedIn),,"9225334183, 9225334163",https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1250,B,NABH_CGHS_REGISTRY,,Coimbatore,Dr Agarwals Healthcare Limited,NABH-accredited hospital (find QM on LinkedIn),,095949 24187,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1251,B,NABH_CGHS_REGISTRY,,Cuttack,Ashwini Hospital,NABH-accredited hospital (find QM on LinkedIn),,0671-2363007,https://cghshospitals.com,NABH status: Not Specified; no public email — use phone or LinkedIn search for quality manager
P1252,B,NABH_CGHS_REGISTRY,,Cuttack,Hcg Panda Cancer Hospital,NABH-accredited hospital (find QM on LinkedIn),,9438253129,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1253,B,NABH_CGHS_REGISTRY,,Cuttack,Shanti Memorial Hospital PVT LTD,NABH-accredited hospital (find QM on LinkedIn),,7682829961,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
P1254,B,NABH_CGHS_REGISTRY,,Darbhanga,ASG Hospital Private Limited,NABH-accredited hospital (find QM on LinkedIn),,0674 617 2486,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1255,B,NABH_CGHS_REGISTRY,,Darbhanga,Paras Global Hospital,NABH-accredited hospital (find QM on LinkedIn),,"070403403, 7070403403, 8518883786",https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1256,B,NABH_CGHS_REGISTRY,,Darbhanga,Sarraf ortho spine and maternity centre,NABH-accredited hospital (find QM on LinkedIn),,"9934371777, 9102990999",https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1257,B,NABH_CGHS_REGISTRY,,Dehradun,Aarogyadham Super Speciality Hospital and Research Centre,NABH-accredited hospital (find QM on LinkedIn),,099275 20008,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1258,B,NABH_CGHS_REGISTRY,,Dehradun,Arihant Hospital,NABH-accredited hospital (find QM on LinkedIn),,084770 15555,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1259,B,NABH_CGHS_REGISTRY,,Dehradun,Baluni Hospital,NABH-accredited hospital (find QM on LinkedIn),,070175 32638,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1260,B,NABH_CGHS_REGISTRY,,Dehradun,DrKKBM SUBHARTI HOSSPITAL,NABH-accredited hospital (find QM on LinkedIn),,081940 07026,https://cghshospitals.com,NABH status: Non-NABH; no public email — use phone or LinkedIn search for quality manager
P1261,B,NABH_CGHS_REGISTRY,,Dehradun,Graphic Era Institute of Medical Sciences & Graphic Era Hospital,NABH-accredited hospital (find QM on LinkedIn),,072170 14615,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1262,B,NABH_CGHS_REGISTRY,,Dehradun,Jeevan Jyoti Clinic,NABH-accredited hospital (find QM on LinkedIn),,072170 09998,https://cghshospitals.com,NABH status: QCI; no public email — use phone or LinkedIn search for quality manager
P1263,B,NABH_CGHS_REGISTRY,,Dehradun,Kailash Hospital,NABH-accredited hospital (find QM on LinkedIn),,0135 266 3000,https://cghshospitals.com,NABH status: NABH; no public email — use phone or LinkedIn search for quality manager
